Date,APA,BKR,COG,CVX,COP,DVN,EOG,XOM,HAL,HP,HES,HFC,MRO,NOV,NBL,OXY,OKE,PXD,SLB,FTI,VLO,WMB
2016-09-06,47.16,32.05,23.75,89.21,38.04,42.3,92.02,76.4,40.12,51.51,47.58,22.2,14.9163,33.36,33.08,63.42,41.2,181.48,68.65,26.59,48.28,24.1
2016-09-07,50.32,32.01,24.21,89.6,38.48,42.29,91.53,76.11,39.97,51.62,47.19,22.47,14.964,33.11,33.52,63.33,41.76,186.23,68.5,26.37,48.99,25.25
2016-09-08,53.9,32.9,25.41,90.68,40.15,43.32,92.6,76.81,40.48,51.67,48.81,23.09,15.9654,34.19,35.14,63.84,42.66,185.44,69.17,26.98,49.04,25.92
2016-09-09,54.22,31.52,24.99,88.2,39.2,41.48,89.91,74.91,38.49,49.17,46.37,22.9,14.9449,32.26,34.04,62.49,40.83,178.61,67.58,26.0,47.97,25.0
2016-09-12,54.67,31.88,25.22,89.05,39.59,41.32,90.23,75.3,38.9,49.11,46.33,23.4,14.7541,33.15,34.57,62.28,41.24,181.19,68.66,26.47,48.81,25.32
2016-09-13,52.49,31.01,24.17,86.59,38.05,39.41,87.72,73.5,37.72,46.99,44.37,22.93,13.6764,32.2,32.78,60.36,39.27,174.92,67.17,26.05,48.35,24.76
2016-09-14,51.8,31.06,24.06,85.71,37.1,38.49,85.83,72.97,37.85,47.07,43.57,21.57,13.3617,31.49,31.95,58.95,39.06,174.37,66.55,25.81,47.66,24.75
2016-09-15,53.58,31.55,24.01,86.65,37.14,39.18,88.26,73.39,38.32,47.47,43.56,22.6,13.6001,32.05,32.0,59.34,39.17,176.51,66.92,26.02,49.08,24.83
2016-09-16,53.45,31.05,23.3,85.21,36.99,39.27,88.27,72.48,37.65,47.34,43.4,22.6,13.5811,32.02,31.89,58.32,38.54,175.17,66.51,25.72,49.55,24.77
2016-09-19,52.8,31.11,23.35,85.38,36.44,39.14,87.38,72.31,37.87,47.1,42.92,23.09,13.438,31.54,31.64,58.15,39.64,174.55,66.19,25.72,49.91,24.97
2016-09-20,52.47,31.1,23.51,85.09,36.19,38.95,87.72,71.2,37.85,46.4,42.65,22.17,13.2282,31.1,31.23,57.89,39.33,173.81,65.68,25.76,48.43,24.76
2016-09-21,55.58,32.19,24.2,86.77,37.16,40.4,90.75,71.85,39.19,48.5,43.89,21.96,13.9721,32.83,32.0,58.95,40.94,180.4,66.71,26.11,48.63,25.79
2016-09-22,55.68,32.17,24.52,87.07,38.05,40.12,89.87,72.06,39.13,48.99,44.62,22.04,14.1819,33.5,32.11,58.63,41.52,177.08,67.1,26.17,48.56,25.52
2016-09-23,54.78,31.59,24.46,86.41,37.05,37.88,87.09,71.98,38.39,47.32,43.81,22.17,13.8195,33.03,31.15,57.15,40.67,173.59,66.15,25.66,48.63,25.25
2016-09-26,54.71,31.53,24.09,86.03,37.13,37.98,86.62,71.65,37.96,47.28,44.48,21.32,13.7432,33.03,31.72,56.92,40.85,172.65,65.86,25.74,47.42,25.27
2016-09-27,54.39,30.83,23.34,86.2,36.58,36.77,85.94,71.8,37.57,47.88,43.71,21.29,13.4094,32.59,31.31,56.37,40.82,170.9,65.64,25.64,48.06,25.51
2016-09-28,58.14,31.96,24.44,88.96,39.13,39.84,91.18,74.96,39.26,51.59,46.54,21.5,14.4776,35.35,32.74,59.04,42.86,181.45,67.98,26.67,48.14,25.8
2016-09-29,58.18,32.21,24.42,88.2,40.5,41.23,92.23,74.58,40.53,53.63,48.7,21.11,15.1642,35.92,33.54,59.23,42.61,183.36,67.42,27.59,45.17,25.29
2016-09-30,58.3,32.37,24.74,89.63,40.33,42.26,93.84,75.29,41.18,55.3,50.07,21.91,15.0784,35.8,33.72,59.87,42.98,183.65,68.52,27.74,46.29,25.57
2016-10-03,58.37,32.09,24.65,89.22,40.29,42.35,93.26,75.09,41.19,55.44,50.33,22.0,15.2405,35.24,34.05,59.79,42.75,183.39,68.75,27.93,46.21,25.49
2016-10-04,58.22,32.05,24.17,88.2,39.77,41.46,92.32,74.4,40.91,55.09,48.79,22.67,14.9067,34.77,33.55,59.65,41.44,180.53,68.44,28.0,46.86,25.14
2016-10-05,59.01,32.86,24.63,89.03,40.74,42.33,94.49,75.05,41.95,56.44,49.94,23.55,15.3741,35.93,34.15,59.56,41.47,183.33,69.84,28.71,47.87,25.41
2016-10-06,58.5,33.54,24.47,88.99,41.3,41.66,94.26,75.08,42.54,56.82,50.11,23.29,15.3359,36.07,33.59,60.38,41.55,184.19,70.95,28.93,47.95,25.39
2016-10-07,57.8,33.89,23.75,89.07,41.02,41.01,93.58,74.82,42.44,56.36,49.56,22.17,14.84,35.9,33.34,60.38,41.29,184.38,70.85,29.28,47.4,25.28
2016-10-10,58.56,34.22,23.17,90.56,41.18,42.53,94.41,76.29,43.36,57.29,50.38,22.59,14.9926,36.64,34.0,61.39,42.11,191.15,71.74,30.06,47.81,25.44
2016-10-11,57.38,33.69,22.67,89.74,40.2,42.29,93.2,75.68,42.79,56.91,49.09,22.1,14.3822,36.02,33.72,60.51,41.67,190.38,71.18,29.26,47.33,25.22
2016-10-12,57.24,33.48,22.88,88.96,40.33,42.69,93.45,75.16,43.08,56.75,48.52,21.49,14.2487,35.16,33.58,60.76,42.0,188.85,70.96,29.38,46.98,24.88
2016-10-13,56.65,33.68,21.82,87.78,39.33,42.06,92.83,74.67,43.14,57.07,48.11,21.15,14.0961,35.37,33.44,60.68,41.65,186.13,71.04,29.78,47.04,24.3
2016-10-14,56.38,33.2,21.62,88.03,38.88,41.27,91.84,74.65,43.09,56.43,48.28,21.07,13.9053,35.22,33.19,60.12,41.93,183.95,70.86,29.66,46.98,24.24
2016-10-17,56.45,32.94,21.03,88.27,38.35,40.02,91.16,74.65,42.5,54.89,47.46,21.13,13.5238,35.19,33.27,59.5,41.36,182.29,70.56,29.39,47.3,24.19
2016-10-18,57.35,33.1,21.2,88.65,37.93,40.14,90.53,74.85,43.18,55.2,47.61,21.28,13.5429,35.73,33.11,59.59,41.85,182.04,70.92,29.12,48.44,24.33
2016-10-19,58.94,33.89,20.69,89.07,38.93,41.16,92.4,75.19,45.02,56.08,48.9,20.65,13.9721,36.04,33.88,61.18,42.69,186.99,72.71,29.44,47.64,25.01
2016-10-20,58.17,33.52,21.15,88.72,38.71,41.14,92.26,75.23,44.73,55.04,49.17,20.88,14.0198,36.24,33.89,60.84,42.58,187.34,72.32,30.72,47.84,25.12
2016-10-21,56.99,33.58,20.49,88.22,38.76,40.9,91.26,74.72,44.43,54.63,49.27,21.85,13.9625,36.03,33.72,61.26,42.35,184.98,70.12,31.09,48.7,25.16
2016-10-24,56.43,33.45,20.24,87.67,39.41,39.97,91.0,74.97,44.26,54.58,48.76,21.93,13.9149,35.82,33.38,61.61,42.13,183.33,69.98,30.3,49.05,25.01
2016-10-25,55.51,34.89,19.78,87.76,39.01,38.96,90.08,74.8,43.83,53.83,47.53,22.19,13.5238,35.24,32.34,61.11,41.13,181.05,69.9,30.31,51.47,24.28
2016-10-26,56.52,35.13,20.07,88.13,39.0,38.51,89.57,75.12,43.69,53.32,46.93,22.52,13.5906,35.63,33.14,61.08,41.18,181.05,69.73,30.04,51.99,24.6
2016-10-27,56.54,34.99,20.76,87.02,41.05,38.76,89.18,74.98,43.63,52.72,47.08,21.66,13.3045,32.84,33.85,60.59,41.09,180.7,69.36,30.38,51.37,24.43
2016-10-28,55.64,37.92,19.68,90.42,41.96,37.54,88.26,73.13,42.74,52.13,46.97,21.32,13.0851,32.09,33.49,60.46,40.81,179.67,69.01,30.37,51.18,24.69
2016-10-31,54.51,35.54,20.02,91.23,40.54,36.3,87.89,71.87,42.2,51.86,44.79,22.31,12.5701,31.28,32.52,59.87,41.02,177.09,68.17,30.17,51.74,24.3
2016-11-01,54.55,35.5,19.71,92.73,40.63,36.11,88.61,72.16,42.41,52.33,44.68,22.76,12.6559,31.12,33.16,56.66,41.13,179.02,68.58,30.38,51.96,23.78
2016-11-02,54.49,34.93,19.45,91.78,40.34,37.89,88.4,71.98,42.14,51.26,43.97,22.01,12.1886,30.63,34.77,55.66,39.46,169.42,67.76,30.05,51.04,23.39
2016-11-03,50.88,35.53,19.33,91.78,40.68,38.81,89.51,72.16,42.74,51.35,43.97,21.36,13.4952,31.55,35.3,55.38,39.34,171.3,68.37,30.51,50.54,23.68
2016-11-04,51.45,37.39,19.24,91.25,39.9,38.5,89.24,72.09,42.55,51.29,43.35,21.16,13.0565,31.07,35.08,54.68,39.51,169.26,67.83,30.14,50.55,23.8
2016-11-07,52.65,37.78,19.74,93.06,40.98,40.07,90.82,73.71,43.52,51.33,44.3,20.9,13.4952,31.42,35.46,55.22,40.72,171.57,69.49,30.81,51.11,24.34
2016-11-08,52.17,37.87,19.61,93.44,41.36,40.22,90.75,74.24,43.23,51.93,44.58,20.3,13.5906,31.1,35.4,54.92,41.93,173.15,69.57,30.79,50.78,24.83
2016-11-09,53.17,37.96,21.1,93.74,42.67,41.79,90.82,75.06,43.87,52.82,45.76,23.44,14.1914,32.11,35.55,54.93,41.83,175.79,69.66,31.34,54.18,25.57
2016-11-10,53.44,38.2,20.66,93.87,41.78,41.33,90.04,75.75,44.78,52.93,46.35,23.3,14.4394,32.73,35.3,53.96,41.55,177.49,69.61,32.23,54.99,25.5
2016-11-11,52.89,37.73,20.49,92.87,41.0,40.09,88.86,74.55,44.05,51.67,44.43,23.24,14.201,32.49,34.2,53.33,40.59,170.23,68.54,31.56,54.55,25.05
2016-11-14,54.0,37.96,21.03,92.83,41.18,41.01,90.09,74.21,44.17,53.01,44.89,24.07,14.2871,34.01,34.15,54.0,40.5,171.76,68.59,32.0,54.66,25.08
2016-11-15,58.09,39.26,21.41,94.89,42.25,43.11,91.93,75.55,45.65,55.38,47.24,24.22,15.0239,35.12,35.45,56.24,42.29,176.8,70.72,33.09,55.16,25.77
2016-11-16,57.23,39.36,20.83,95.31,41.41,42.14,92.56,74.62,44.74,54.8,47.46,24.83,14.89,34.35,34.63,56.6,42.09,176.6,70.62,32.54,55.58,25.21
2016-11-17,56.27,39.4,20.78,95.1,40.69,41.07,89.76,74.17,44.59,55.83,47.16,24.95,14.7943,34.41,33.43,55.68,42.21,173.96,69.8,32.65,56.49,25.12
2016-11-18,56.89,39.16,21.09,96.05,41.76,41.98,90.55,74.21,45.24,56.72,47.6,24.45,14.9474,34.31,33.11,56.02,42.71,176.27,69.71,32.03,55.89,25.09
2016-11-21,57.98,39.91,22.19,96.92,43.26,43.02,93.0,75.27,45.96,57.44,49.31,25.93,15.7704,35.51,34.34,56.84,44.66,181.17,71.2,32.84,56.9,25.4
2016-11-22,57.25,39.62,21.76,97.3,42.99,42.61,92.61,75.43,45.73,57.73,49.14,26.22,15.8373,35.42,33.83,56.89,45.28,181.12,71.02,32.51,57.53,25.51
2016-11-23,58.33,39.89,22.39,97.64,43.2,43.15,94.29,75.64,45.39,58.37,49.68,25.73,16.0574,35.42,34.26,57.35,45.7,183.51,70.93,32.45,57.06,25.48
2016-11-25,57.59,39.82,21.96,97.64,42.69,42.37,93.3,75.81,45.42,57.84,49.24,25.4,15.579,35.02,34.01,57.27,45.53,179.91,70.83,31.77,57.18,25.04
2016-11-28,56.22,39.42,21.86,97.2,42.45,40.86,90.86,75.25,44.77,56.87,47.62,25.09,14.8708,34.63,33.0,56.15,44.74,171.16,70.63,31.14,56.24,24.33
2016-11-29,55.66,38.92,22.16,96.18,41.27,40.39,89.86,74.75,43.85,56.16,45.8,24.9,14.3062,33.72,32.8,55.48,44.42,171.8,69.64,30.85,56.22,24.08
2016-11-30,60.44,41.39,21.25,98.13,45.27,46.3,99.66,75.97,48.71,62.87,52.26,26.02,17.2823,36.46,36.1,58.59,46.53,188.98,73.24,32.03,54.27,25.55
2016-12-01,59.69,41.18,21.93,99.65,44.99,45.84,101.82,75.92,48.85,64.7,52.4,26.32,17.1196,36.69,36.77,58.52,46.09,187.52,73.73,32.44,53.37,24.98
2016-12-02,59.67,42.02,21.77,99.4,44.9,45.84,100.84,75.74,49.7,66.03,54.09,26.43,17.4163,36.98,36.72,58.17,46.32,185.53,74.08,33.28,54.19,25.66
2016-12-05,60.86,42.67,22.7,99.62,45.61,45.74,101.54,76.13,49.62,67.57,55.09,28.11,17.5981,37.87,37.37,58.28,47.79,186.22,74.01,33.94,56.88,26.14
2016-12-06,60.8,43.04,22.65,99.19,46.56,45.33,101.07,76.2,49.73,66.42,55.85,28.15,17.5598,38.42,37.72,57.81,47.53,182.78,73.59,33.89,57.06,26.12
2016-12-07,60.84,42.56,22.8,100.66,46.56,45.56,100.64,76.64,49.28,67.2,56.92,29.86,17.6268,38.43,37.49,56.97,48.36,183.77,73.94,33.56,59.55,26.47
2016-12-08,60.94,42.35,23.5,101.31,46.45,45.74,102.0,76.86,50.1,67.63,57.59,30.84,17.5885,38.92,37.43,57.54,49.05,184.99,74.04,33.56,60.28,26.08
2016-12-09,61.0,42.67,22.97,101.87,47.37,46.05,103.48,77.45,49.89,67.94,58.61,29.91,17.4641,38.82,37.18,58.59,48.29,185.04,74.31,33.06,59.95,25.29
2016-12-12,61.21,42.69,22.34,103.05,47.94,46.1,102.87,79.17,50.16,69.13,58.74,29.28,17.6938,39.06,37.69,59.26,48.46,186.92,74.51,33.73,58.91,25.07
2016-12-13,61.72,42.62,22.52,103.29,49.12,46.23,104.99,80.57,50.54,69.36,60.83,29.53,17.9905,39.35,39.39,60.05,48.93,189.19,75.5,33.38,59.25,25.46
2016-12-14,60.24,41.66,21.91,102.0,48.04,45.1,101.3,78.82,49.26,67.54,58.99,28.58,17.4163,38.53,38.59,58.9,48.59,185.56,74.65,32.71,58.62,24.47
2016-12-15,61.16,42.05,21.75,102.96,48.28,45.59,101.02,79.09,49.51,66.86,58.76,28.72,17.4546,38.74,38.7,59.18,48.89,185.43,74.75,32.86,59.63,24.39
2016-12-16,60.84,42.72,20.93,103.87,48.46,45.45,101.09,79.35,49.7,65.41,58.6,28.74,17.7895,37.79,38.94,60.96,49.48,182.99,74.94,32.63,59.95,25.81
2016-12-19,61.12,42.29,20.98,103.49,48.5,45.12,100.59,78.69,49.45,65.2,59.41,28.21,17.7129,37.56,38.08,60.15,49.21,184.01,74.61,32.37,59.47,25.76
2016-12-20,61.17,41.92,20.96,103.75,48.1,44.76,100.28,78.69,49.09,65.52,59.43,28.45,17.5216,37.87,37.98,60.08,49.69,183.68,74.75,32.42,59.57,25.42
2016-12-21,61.07,41.75,21.56,103.72,48.03,44.67,99.69,78.56,50.59,66.07,59.59,28.82,17.3015,37.92,37.46,59.9,49.58,182.84,75.52,32.68,59.89,25.65
2016-12-22,61.16,42.22,21.42,104.47,48.09,44.99,100.25,79.08,50.69,65.36,59.73,29.51,17.2632,37.96,37.4,60.06,49.05,184.92,75.71,32.95,60.59,25.38
2016-12-23,60.85,41.78,21.9,104.16,47.93,44.64,99.18,78.94,50.48,65.11,59.8,29.96,17.2823,37.46,37.07,59.86,49.71,183.01,74.95,32.74,60.8,26.43
2016-12-27,60.79,42.18,22.24,103.99,48.15,44.93,99.68,78.97,50.55,66.45,60.39,30.31,17.3589,37.98,37.19,60.05,50.0,183.0,74.89,33.35,61.23,26.62
2016-12-28,59.19,41.64,22.02,103.72,47.37,44.36,98.81,78.58,49.98,65.15,59.51,30.06,17.0814,37.05,36.7,59.66,48.85,179.85,74.18,32.9,60.54,26.0
2016-12-29,58.53,41.64,21.85,103.64,47.16,44.08,98.45,78.62,49.74,64.96,58.97,29.99,16.8134,36.92,36.2,59.43,49.11,179.69,73.8,33.23,60.51,25.97
2016-12-30,58.16,41.81,22.44,103.53,46.78,43.81,98.28,78.55,49.79,64.32,58.4,29.62,16.5646,36.54,36.0,59.12,48.63,178.13,73.58,33.22,60.23,26.08
2017-01-03,58.45,41.84,21.46,103.66,47.22,45.16,100.65,79.09,51.25,65.46,58.9,30.36,16.9952,36.9,36.35,59.99,49.76,184.59,74.33,34.02,62.09,26.35
2017-01-04,58.27,41.66,21.49,103.64,47.66,45.56,100.73,78.22,51.45,65.27,58.06,31.02,17.2728,37.6,36.26,59.33,49.64,182.18,74.88,34.34,59.85,26.27
2017-01-05,57.96,41.41,21.75,103.19,47.52,47.01,101.27,77.06,51.74,65.49,58.22,30.52,17.3972,37.74,36.1,58.62,49.83,183.7,74.77,34.23,59.67,26.58
2017-01-06,57.84,41.16,21.99,102.78,47.34,46.69,102.27,77.01,52.16,67.37,58.03,28.95,17.1101,38.05,36.08,59.0,49.04,183.07,75.8,34.03,58.77,27.15
2017-01-09,57.15,40.69,21.22,101.9,46.34,44.68,100.14,75.74,51.61,65.9,56.82,27.99,16.6507,37.15,35.38,58.5,48.69,180.63,75.18,33.55,58.51,26.74
2017-01-10,57.61,40.14,21.3,101.12,46.34,44.8,100.51,74.78,50.3,65.52,57.61,27.77,16.7273,36.85,34.99,57.56,47.49,179.31,74.15,33.46,58.66,23.87
2017-01-11,58.44,40.78,21.19,101.97,47.79,45.47,101.99,75.54,50.99,66.18,57.98,28.08,16.9283,37.6,35.32,57.56,48.5,180.92,75.08,34.28,59.14,24.11
2017-01-12,57.75,40.16,21.4,102.18,46.79,44.57,102.59,75.14,50.79,65.66,55.17,27.63,16.689,37.24,35.17,57.3,47.92,180.59,74.79,33.66,58.65,24.04
2017-01-13,57.53,39.2,21.06,102.37,47.2,44.52,102.61,75.14,50.2,65.08,55.21,27.16,16.6986,36.5,35.37,57.34,47.7,180.01,74.35,33.51,58.53,23.92
2017-01-17,57.82,39.83,20.86,102.28,46.79,44.59,102.7,76.02,50.64,66.32,55.59,27.17,16.689,36.76,37.89,57.88,47.7,179.07,75.76,33.05,58.36,23.82
2017-01-18,57.88,39.73,20.82,101.98,46.91,44.47,102.62,75.08,50.75,65.23,55.15,27.32,16.5838,36.52,37.64,57.54,47.91,181.03,76.68,32.65,58.85,23.74
2017-01-19,57.24,39.87,21.6,101.67,46.52,44.21,102.41,73.73,50.94,64.59,54.11,26.99,16.5263,36.99,38.1,57.05,47.4,181.96,76.43,31.97,58.25,23.83
2017-01-20,56.87,39.88,21.26,101.68,47.33,44.37,102.69,74.74,51.96,64.82,54.36,27.11,16.8517,38.14,38.04,56.93,47.93,182.97,75.81,31.92,58.4,23.63
2017-01-23,55.91,39.52,21.31,101.5,46.6,43.77,100.73,73.94,50.44,63.83,53.58,26.5,16.6699,37.51,37.62,56.44,47.34,180.93,73.86,31.29,58.41,23.63
2017-01-24,56.09,40.33,22.09,102.36,46.91,44.69,100.94,74.05,52.12,66.41,53.93,27.66,16.9378,38.1,37.87,56.34,47.67,178.8,74.14,31.98,59.83,23.85
2017-01-25,56.52,40.92,22.05,103.13,47.3,44.57,101.16,74.26,52.85,67.41,52.93,27.91,16.9857,38.76,37.64,56.55,47.05,178.32,74.95,32.97,60.24,24.13
2017-01-26,57.55,40.6,22.27,102.52,47.24,45.23,101.64,74.49,53.45,62.42,52.66,26.86,16.9857,38.31,38.06,56.9,47.05,180.26,74.4,32.95,59.4,24.26
2017-01-27,57.12,40.6,21.68,100.09,46.12,44.74,100.19,74.41,53.58,60.4,51.44,26.31,16.6603,37.93,38.1,57.23,47.03,179.5,74.07,33.0,59.34,23.87
2017-01-30,55.16,39.78,20.44,98.36,44.3,43.23,98.53,73.85,51.99,58.55,50.57,26.58,15.8182,36.65,37.39,56.34,46.05,176.87,73.29,31.13,60.15,23.59
2017-01-31,55.04,40.59,20.66,97.95,45.5,43.68,98.9,73.0,52.07,59.14,50.79,26.2,16.0287,36.9,37.61,56.25,47.2,178.28,73.37,31.43,57.98,24.16
2017-02-01,53.16,40.27,19.97,97.64,45.25,43.68,98.34,72.18,51.76,59.09,50.17,25.43,15.8756,37.62,37.33,56.12,46.25,178.71,72.9,31.51,57.63,23.73
2017-02-02,54.37,40.27,20.63,98.7,45.43,43.79,97.08,72.62,51.82,58.23,50.59,25.47,15.9617,36.89,37.68,56.86,47.59,181.48,72.26,30.78,57.68,23.99
2017-02-03,54.87,39.91,20.61,99.9,47.05,44.88,98.28,72.7,52.08,58.68,50.92,25.92,16.4881,37.64,38.22,57.42,48.35,181.86,72.31,31.23,57.76,24.2
2017-02-06,53.24,39.8,22.82,99.38,46.74,43.43,97.07,72.5,51.64,57.36,49.84,25.85,15.8086,36.56,37.8,56.6,47.37,179.13,71.6,29.94,57.4,24.44
2017-02-07,52.47,39.59,22.67,97.98,46.11,42.34,94.63,72.03,50.52,56.78,48.29,25.71,15.3397,38.34,36.8,55.46,46.57,173.06,71.06,29.42,57.69,23.9
2017-02-08,52.38,39.46,22.69,98.15,46.28,42.26,95.55,71.55,51.03,57.73,48.32,26.72,15.1962,38.27,36.28,55.42,46.59,179.72,71.1,29.19,59.14,23.7
2017-02-09,52.37,39.4,23.3,98.75,46.48,42.93,97.18,71.87,52.17,57.51,49.05,27.29,15.3589,38.05,36.41,56.6,47.21,189.52,71.18,29.21,59.62,24.01
2017-02-10,52.79,39.45,23.15,99.44,47.03,43.56,98.76,72.47,51.67,58.12,49.23,27.26,15.4928,38.47,36.86,56.83,47.37,192.36,72.02,29.69,59.48,23.82
2017-02-13,52.61,39.4,23.03,100.2,46.62,43.42,97.7,72.89,51.84,58.08,48.64,26.82,15.4161,38.65,36.48,55.94,47.12,194.91,72.16,29.78,59.72,24.32
2017-02-14,51.06,39.68,23.31,99.92,47.03,44.07,98.56,72.73,52.05,59.31,48.75,27.06,15.752,39.68,35.71,55.75,47.06,196.75,72.72,30.22,60.24,24.2
2017-02-15,51.14,39.68,22.97,99.97,46.3,42.43,98.09,73.03,51.34,57.7,47.86,27.26,15.6464,39.45,35.54,55.79,46.67,195.59,72.09,30.55,60.37,24.28
2017-02-16,50.83,39.49,22.23,98.29,45.35,42.31,97.53,72.27,49.99,57.5,48.09,27.13,15.5216,39.27,35.29,55.15,46.28,191.12,71.55,30.36,59.33,23.44
2017-02-17,51.01,39.2,22.22,97.98,44.57,42.37,96.42,71.8,49.44,57.31,48.52,27.06,15.5792,38.36,35.14,55.01,45.94,189.93,71.12,30.01,58.34,23.62
2017-02-21,51.42,39.07,22.05,99.21,45.15,43.22,96.85,71.91,49.56,57.95,49.52,27.12,15.7232,38.61,35.6,55.6,46.44,191.57,71.15,30.58,59.04,24.18
2017-02-22,50.52,39.07,21.73,98.02,44.18,41.98,94.96,71.07,48.84,56.59,48.34,26.13,15.1281,37.93,34.78,54.71,45.84,186.1,70.29,30.56,58.81,23.45
2017-02-23,48.74,38.69,21.67,98.59,44.37,42.2,95.0,71.82,48.96,57.73,49.24,26.59,15.3393,38.75,35.49,54.16,46.8,182.94,70.97,30.74,59.72,23.68
2017-02-24,49.14,38.58,21.59,97.79,44.13,41.07,93.76,71.2,48.67,56.69,49.21,26.47,15.0993,38.83,34.88,53.86,45.53,183.36,70.68,30.2,59.44,23.43
2017-02-27,48.7,38.87,21.32,99.24,44.43,41.31,95.33,71.61,49.14,57.57,49.4,26.07,15.2145,40.11,34.85,54.34,45.69,184.7,71.49,30.88,59.9,23.58
2017-02-28,48.38,38.89,21.06,99.9,44.62,41.59,94.43,71.41,49.38,57.4,48.23,26.78,15.3585,39.45,34.53,54.41,46.29,183.96,70.87,30.21,60.54,23.74
2017-03-01,48.72,39.89,21.74,101.13,46.01,42.81,97.41,72.91,50.52,58.69,48.43,26.87,15.7904,40.74,35.35,54.98,47.44,191.43,72.55,31.03,61.01,24.11
2017-03-02,47.77,39.18,21.5,100.67,45.22,41.7,95.87,73.15,49.76,57.48,48.53,25.73,15.4928,39.32,34.92,54.37,47.32,189.11,71.39,30.98,59.2,24.32
2017-03-03,47.92,38.64,21.5,100.84,44.86,41.58,95.97,72.41,49.76,58.13,47.84,25.69,15.5312,39.41,34.82,53.84,48.32,192.08,71.17,30.4,58.87,24.83
2017-03-06,48.02,38.69,22.26,100.5,45.33,42.15,97.43,72.74,49.69,58.55,47.84,25.8,15.8096,38.91,34.91,53.73,48.49,191.92,71.19,30.18,59.19,24.98
2017-03-07,47.18,38.33,22.05,99.29,44.76,41.78,96.9,72.47,48.93,57.4,46.42,25.07,15.6272,38.35,34.03,53.7,48.46,191.85,70.51,29.82,58.46,24.64
2017-03-08,45.46,37.24,21.67,97.34,43.07,39.06,92.33,71.16,47.37,55.81,44.88,24.94,14.2738,37.03,32.33,52.13,46.91,182.26,68.88,29.53,59.57,24.16
2017-03-09,46.58,37.04,21.99,97.72,43.6,39.11,93.18,71.72,47.01,56.21,45.36,24.7,15.4257,36.78,32.84,52.49,46.69,185.72,69.41,29.45,59.23,24.41
2017-03-10,46.21,36.31,21.84,98.23,42.84,38.62,92.29,71.67,47.02,56.5,44.46,25.1,15.512,36.93,32.31,52.58,46.53,182.73,69.4,29.64,59.31,24.47
2017-03-13,46.15,36.57,21.99,97.11,43.0,39.35,92.45,71.5,47.0,57.48,45.04,25.5,15.2049,37.18,32.29,52.81,46.23,182.42,69.31,29.72,60.28,24.41
2017-03-14,46.31,36.44,21.45,95.34,42.16,38.45,92.09,71.12,46.0,57.0,44.46,25.23,14.7057,36.85,31.95,52.95,44.71,177.37,69.12,29.33,60.08,23.79
2017-03-15,46.99,37.24,21.79,96.69,43.0,39.5,94.5,72.01,47.61,58.32,46.32,25.89,14.9361,38.24,32.63,54.65,45.94,182.15,70.77,29.95,61.23,24.4
2017-03-16,47.0,37.58,21.42,95.78,43.0,39.12,93.3,72.07,47.03,57.28,45.8,26.07,14.9265,38.26,32.16,53.6,45.6,181.38,70.24,29.75,61.07,24.23
2017-03-17,47.12,38.02,21.49,95.62,42.86,38.95,93.89,72.01,46.9,57.07,45.48,25.86,14.8401,38.42,32.11,53.83,45.24,182.8,70.15,29.63,61.38,24.18
2017-03-20,46.86,38.98,21.83,95.61,43.02,38.95,93.68,72.01,46.77,57.0,45.52,26.1,14.8593,38.32,32.17,53.47,45.6,182.0,69.6,29.35,61.05,24.32
2017-03-21,46.28,38.86,21.75,95.94,42.38,38.23,92.04,71.86,46.32,56.21,44.93,25.17,14.4466,38.03,31.61,53.22,44.78,180.33,69.4,29.78,59.82,24.0
2017-03-22,46.5,39.06,21.4,96.25,41.88,37.79,92.15,71.8,46.03,55.68,44.15,25.18,14.4178,37.83,31.78,53.34,45.14,180.36,69.12,29.97,60.2,24.07
2017-03-23,46.08,38.17,21.97,95.79,41.72,37.55,92.31,71.89,45.92,55.33,43.86,24.73,14.0914,37.54,31.27,52.95,44.75,179.59,68.5,29.36,59.78,24.03
2017-03-24,46.22,38.06,22.29,95.9,41.37,37.27,92.36,71.33,45.64,54.59,43.45,24.37,14.0242,37.58,31.13,52.77,45.48,178.96,67.87,29.26,58.6,24.28
2017-03-27,45.74,37.47,22.31,94.38,41.55,37.35,90.92,71.35,44.13,53.86,43.16,24.34,14.1586,37.55,31.16,52.81,45.47,178.45,67.92,29.36,59.0,24.25
2017-03-28,47.12,38.11,22.65,95.17,42.57,38.06,92.78,71.87,44.35,54.38,44.72,24.51,14.6193,38.41,32.39,53.25,45.45,183.37,69.06,29.89,59.06,24.19
2017-03-29,48.93,38.73,23.21,95.97,43.1,39.6,94.44,72.03,45.46,55.5,46.9,26.04,15.2145,39.42,32.96,53.57,46.88,186.33,69.38,30.83,59.81,24.83
2017-03-30,47.92,38.27,22.35,95.71,46.9,39.82,94.61,73.5,45.28,55.85,46.16,25.7,15.2145,39.16,32.54,53.98,47.04,180.55,68.65,30.08,59.0,24.59
2017-03-31,47.28,38.6,22.99,95.35,46.78,40.08,94.98,72.02,45.45,55.89,45.44,25.92,15.1665,39.18,32.57,53.22,47.48,184.26,68.88,30.38,59.06,25.04
2017-04-03,46.96,38.51,23.09,95.73,46.39,40.38,94.4,72.07,45.52,55.99,44.27,25.34,15.1857,38.78,32.22,53.54,47.37,183.52,68.52,30.35,59.0,25.25
